area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Marathahalli,615.0,1.0,1.0,44.0,1,7154.0
Super built-up  Area,Marathahalli,1595.0,3.0,2.0,90.0,3,5643.0
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,89.0,2,6593.0
Super built-up  Area,Marathahalli,1020.0,2.0,1.0,57.0,2,5588.0
Super built-up  Area,Marathahalli,1600.0,3.0,2.0,88.0,2,5500.0
Super built-up  Area,Marathahalli,780.0,1.0,1.0,55.0,1,7051.0
Super built-up  Area,Marathahalli,1710.0,3.0,2.0,100.0,3,5848.0
Super built-up  Area,Marathahalli,1358.0,2.0,1.0,81.0,2,5965.0
Super built-up  Area,Marathahalli,1205.0,2.0,1.0,75.0,2,6224.0
Super built-up  Area,Marathahalli,1730.0,3.0,3.0,110.0,3,6358.0
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,115.0,3,7265.0
Built-up  Area,Marathahalli,1200.0,2.0,1.0,67.0,2,5583.0
Built-up  Area,Marathahalli,1095.0,2.0,1.0,60.0,2,5479.0
Super built-up  Area,Marathahalli,1060.0,2.0,1.0,48.0,2,4528.0
Built-up  Area,Marathahalli,1050.0,2.0,1.0,65.0,2,6190.0
Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.0
Super built-up  Area,Marathahalli,1026.0,2.0,1.0,49.95,2,4868.0
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,59.0,2,4836.0
Super built-up  Area,Marathahalli,881.0,2.0,1.0,48.06,2,5455.0
Super built-up  Area,Marathahalli,1710.0,3.0,2.0,100.0,3,5848.0
Super built-up  Area,Marathahalli,1680.0,3.0,3.0,105.0,3,6250.0
Super built-up  Area,Marathahalli,1910.0,3.0,3.0,119.0,3,6230.0
Super built-up  Area,Marathahalli,1602.0,2.0,0.0,104.0,2,6492.0
Super built-up  Area,Marathahalli,700.0,1.0,1.0,38.0,1,5429.0
Super built-up  Area,Marathahalli,1469.0,3.0,1.0,89.0,3,6059.0
Super built-up  Area,Marathahalli,1690.0,3.0,2.0,116.0,3,6864.0
Super built-up  Area,Marathahalli,1065.0,2.0,2.0,55.0,2,5164.0
Built-up  Area,Marathahalli,1693.0,3.0,2.0,125.0,3,7383.0
Super built-up  Area,Marathahalli,1693.0,3.0,1.0,125.0,3,7383.0
Super built-up  Area,Marathahalli,1196.0,2.0,2.0,57.9,2,4841.0
Super built-up  Area,Marathahalli,1595.0,3.0,2.0,88.0,3,5517.0
Super built-up  Area,Marathahalli,2122.0,3.0,2.0,125.0,3,5891.0
Super built-up  Area,Marathahalli,1730.0,3.0,2.0,115.0,3,6647.0
Super built-up  Area,Marathahalli,1125.0,2.0,3.0,55.0,2,4889.0
Super built-up  Area,Marathahalli,1950.0,3.0,2.0,115.0,3,5897.0
Built-up  Area,Marathahalli,1250.0,2.0,2.0,68.0,2,5440.0
Super built-up  Area,Marathahalli,1125.0,2.0,2.0,56.8,2,5049.0
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,90.0,2,6667.0
Super built-up  Area,Marathahalli,1200.0,2.0,1.0,53.0,2,4417.0
Super built-up  Area,Marathahalli,2500.0,5.0,2.0,175.0,4,7000.0
Super built-up  Area,Marathahalli,957.0,2.0,1.0,47.0,2,4911.0
Built-up  Area,Marathahalli,1350.0,2.0,2.0,60.0,2,4444.0
Super built-up  Area,Marathahalli,3400.0,4.0,3.0,235.0,4,6912.0
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,99.0,2,7333.0
Super built-up  Area,Marathahalli,1285.0,2.0,2.0,55.0,2,4280.0
Super built-up  Area,Marathahalli,2500.0,5.0,2.0,181.0,4,7240.0
Super built-up  Area,Marathahalli,3800.0,4.0,3.0,235.0,4,6184.0
Super built-up  Area,Marathahalli,3951.0,4.0,3.0,230.0,4,5821.0
Super built-up  Area,Marathahalli,1125.0,2.0,1.0,54.8,2,4871.0
Built-up  Area,Marathahalli,1700.0,3.0,2.0,126.0,3,7412.0
Super built-up  Area,Marathahalli,1270.0,2.0,3.0,73.0,2,5748.0
Super built-up  Area,Marathahalli,950.0,2.0,2.0,46.7,2,4916.0
Super built-up  Area,Marathahalli,1550.0,3.0,2.0,85.0,3,5484.0
Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.86,2,4893.0
Super built-up  Area,Marathahalli,1144.0,2.0,2.0,65.0,2,5682.0
Super built-up  Area,Marathahalli,1240.0,2.0,2.0,55.0,2,4435.0
Built-up  Area,Marathahalli,1100.0,2.0,0.0,75.0,1,6818.0
Built-up  Area,Marathahalli,1156.0,2.0,2.0,52.0,2,4498.0
Super built-up  Area,Marathahalli,2524.0,5.0,2.0,180.0,4,7132.0
Super built-up  Area,Marathahalli,1135.0,2.0,2.0,60.0,2,5286.0
Super built-up  Area,Marathahalli,1839.0,3.0,2.0,130.0,3,7069.0
Super built-up  Area,Marathahalli,1170.0,2.0,2.0,85.0,2,7265.0
Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.0
Super built-up  Area,Marathahalli,1108.0,2.0,1.0,60.0,3,5415.0
Super built-up  Area,Marathahalli,1449.0,3.0,2.0,110.0,3,7591.0
Super built-up  Area,Marathahalli,1360.0,2.0,1.0,101.0,2,7426.0
Super built-up  Area,Marathahalli,1026.0,2.0,1.0,50.18,2,4891.0
Built-up  Area,Marathahalli,1270.0,2.0,2.0,80.0,2,6299.0
Super built-up  Area,Marathahalli,1100.0,2.0,1.0,50.0,2,4545.0
Super built-up  Area,Marathahalli,1196.0,2.0,2.0,57.95,2,4845.0
Built-up  Area,Marathahalli,1485.0,2.0,2.0,90.0,3,6061.0
Super built-up  Area,Marathahalli,1146.0,2.0,1.0,69.0,2,6021.0
Plot  Area,Margondanahalli,1090.0,2.0,0.0,58.0,2,5321.0
Plot  Area,Margondanahalli,1200.0,2.0,1.0,58.5,2,4875.0
Plot  Area,Margondanahalli,1200.0,2.0,0.0,67.0,2,5583.0
Plot  Area,Margondanahalli,1000.0,2.0,0.0,57.0,2,5700.0
Plot  Area,Margondanahalli,600.0,2.0,0.0,35.0,2,5833.0
Plot  Area,Margondanahalli,1200.0,2.0,0.0,69.0,2,5750.0
Plot  Area,Margondanahalli,900.0,2.0,0.0,49.0,2,5444.0
Built-up  Area,Margondanahalli,1140.0,2.0,1.0,60.0,2,5263.0
Plot  Area,Margondanahalli,1100.0,2.0,1.0,55.0,2,5000.0
Plot  Area,Margondanahalli,1152.0,1.0,0.0,66.0,2,5729.0
Plot  Area,Margondanahalli,1200.0,2.0,1.0,65.0,2,5417.0
Plot  Area,Margondanahalli,1050.0,2.0,0.0,58.0,2,5524.0
Plot  Area,Margondanahalli,1160.0,2.0,1.0,65.0,2,5603.0
Super built-up  Area,Margondanahalli,1334.0,2.0,1.0,67.76,2,5079.0
Plot  Area,Marsur,1800.0,4.0,2.0,145.0,4,8056.0
Plot  Area,Marsur,1200.0,3.0,1.0,90.0,3,7500.0
Plot  Area,Marsur,1200.0,3.0,1.0,120.0,3,10000.0
Super built-up  Area,Mico Layout,5000.0,9.0,3.0,210.0,9,4200.0
Super built-up  Area,Mico Layout,1550.0,2.0,2.0,65.0,3,4194.0
Super built-up  Area,Mico Layout,1125.0,2.0,2.0,40.0,2,3556.0
Super built-up  Area,Mico Layout,1190.0,2.0,2.0,39.25,2,3298.0
Super built-up  Area,Mico Layout,800.0,1.0,1.0,29.5,1,3688.0
Super built-up  Area,Mico Layout,1250.0,2.0,2.0,44.0,3,3520.0
Super built-up  Area,Mico Layout,1171.0,2.0,2.0,39.0,2,3330.0
Built-up  Area,Mico Layout,1200.0,2.0,1.0,53.5,2,4458.0
Super built-up  Area,Mico Layout,1670.0,3.0,2.0,59.0,3,3533.0
Super built-up  Area,Mico Layout,1140.0,2.0,2.0,43.0,2,3772.0
Built-up  Area,Munnekollal,1170.0,2.0,2.0,52.0,2,4444.0
Super built-up  Area,Munnekollal,1102.0,2.0,2.0,53.67,2,4870.0
Built-up  Area,Munnekollal,1390.0,3.0,2.0,68.0,3,4892.0
Super built-up  Area,Munnekollal,1200.0,2.0,2.0,49.5,2,4125.0
Super built-up  Area,Munnekollal,950.0,2.0,1.0,46.5,2,4895.0
Built-up  Area,Munnekollal,1560.0,3.0,3.0,75.0,3,4808.0
Super built-up  Area,Munnekollal,1750.0,3.0,3.0,86.5,3,4943.0
Super built-up  Area,Munnekollal,1385.0,2.0,2.0,66.5,3,4801.0
Built-up  Area,Munnekollal,1080.0,2.0,2.0,45.0,2,4167.0
Built-up  Area,Munnekollal,1170.0,2.0,2.0,59.0,2,5043.0
Super built-up  Area,Munnekollal,1200.0,2.0,1.0,57.9,3,4825.0
Super built-up  Area,Munnekollal,1030.0,2.0,1.0,50.36,2,4889.0
Built-up  Area,Murugeshpalya,1296.0,2.0,0.0,81.0,2,6250.0
Super built-up  Area,Murugeshpalya,1550.0,3.0,2.0,74.0,3,4774.0
Super built-up  Area,Murugeshpalya,1845.0,3.0,3.0,91.0,3,4932.0
Super built-up  Area,Murugeshpalya,1185.0,2.0,1.0,85.0,2,7173.0
Super built-up  Area,Murugeshpalya,1225.0,2.0,2.0,48.0,2,3918.0
Super built-up  Area,Murugeshpalya,1930.0,3.0,3.0,75.0,3,3886.0
Super built-up  Area,Murugeshpalya,1600.0,2.0,1.0,65.0,3,4062.0
Super built-up  Area,Murugeshpalya,1344.0,2.0,0.0,56.0,3,4167.0
Super built-up  Area,Murugeshpalya,1500.0,2.0,0.0,70.0,3,4667.0
Super built-up  Area,Murugeshpalya,1855.0,3.0,3.0,96.0,3,5175.0
Super built-up  Area,Murugeshpalya,1175.0,2.0,2.0,75.0,2,6383.0
Super built-up  Area,Mysore Road,1175.0,2.0,2.0,73.5,2,6255.0
Super built-up  Area,Mysore Road,1710.0,4.0,2.0,91.31,3,5340.0
Super built-up  Area,Mysore Road,1020.0,2.0,1.0,48.95,2,4799.0
Super built-up  Area,Mysore Road,1175.0,2.0,1.0,73.5,2,6255.0
Super built-up  Area,Mysore Road,1070.0,2.0,1.0,45.0,2,4206.0
Super built-up  Area,Mysore Road,1239.0,2.0,1.0,53.0,2,4278.0
Super built-up  Area,Mysore Road,1060.0,2.0,1.0,62.0,2,5849.0
Super built-up  Area,Mysore Road,980.0,2.0,1.0,45.47,2,4640.0
Super built-up  Area,Mysore Road,883.0,2.0,1.0,40.0,2,4530.0
Super built-up  Area,Mysore Road,1525.0,3.0,2.0,96.0,3,6295.0
Super built-up  Area,Mysore Road,1200.0,2.0,3.0,65.0,2,5417.0
Super built-up  Area,Mysore Road,883.0,2.0,1.0,40.95,2,4638.0
Super built-up  Area,Mysore Road,1070.0,2.0,1.0,49.65,2,4640.0
Built-up  Area,Mysore Road,883.0,2.0,1.0,50.0,2,5663.0
Super built-up  Area,Mysore Road,1155.0,2.0,1.0,51.0,2,4416.0
Super built-up  Area,Mysore Road,1003.0,2.0,1.0,43.0,2,4287.0
Super built-up  Area,Mysore Road,1237.0,2.0,2.0,73.0,2,5901.0
Super built-up  Area,Mysore Road,883.0,2.0,1.0,45.0,2,5096.0
Super built-up  Area,Mysore Road,1170.0,2.0,2.0,65.0,2,5556.0
Super built-up  Area,Mysore Road,1029.5,2.0,0.0,50.855,2,4940.0
Super built-up  Area,Mysore Road,940.0,2.0,1.0,43.61,2,4639.0
Super built-up  Area,Mysore Road,1020.0,2.0,2.0,48.95,2,4799.0
Super built-up  Area,Mysore Road,1568.0,2.0,2.0,100.0,3,6378.0
Super built-up  Area,Mysore Road,1560.0,2.0,0.0,83.3,3,5340.0
Built-up  Area,Mysore Road,1175.0,2.0,2.0,70.5,2,6000.0
Super built-up  Area,Mysore Road,1080.0,2.0,1.0,60.0,3,5556.0
Super built-up  Area,Mysore Road,883.0,2.0,1.0,37.0,2,4190.0
Super built-up  Area,NGR Layout,1020.0,2.0,1.0,45.9,2,4500.0
Super built-up  Area,NGR Layout,1105.0,2.0,2.0,49.73,2,4500.0
Super built-up  Area,NGR Layout,1022.0,2.0,1.0,45.9,2,4491.0
Super built-up  Area,NGR Layout,1020.0,2.0,1.0,45.0,2,4412.0
Super built-up  Area,NGR Layout,1019.0,2.0,1.0,45.9,2,4504.0
Super built-up  Area,NGR Layout,1020.0,2.0,1.0,46.0,2,4510.0
Super built-up  Area,NGR Layout,1021.0,2.0,2.0,46.0,2,4505.0
Super built-up  Area,NGR Layout,1021.0,2.0,2.0,45.9,2,4496.0
Super built-up  Area,NRI Layout,1565.0,2.0,2.0,75.0,3,4792.0
Super built-up  Area,NRI Layout,2500.0,5.0,3.0,130.0,5,5200.0
Super built-up  Area,NRI Layout,1125.0,2.0,2.0,45.56,2,4050.0
Built-up  Area,NRI Layout,2150.0,4.0,2.0,115.0,4,5349.0
Plot  Area,NRI Layout,1250.0,2.0,0.0,75.0,2,6000.0
Built-up  Area,NRI Layout,1789.0,3.0,3.0,75.0,3,4192.0
Super built-up  Area,NRI Layout,1731.0,3.0,3.0,64.11,3,3704.0
Plot  Area,NRI Layout,2400.0,2.0,1.0,125.0,2,5208.0
Plot  Area,Nagarbhavi,1350.0,3.0,2.0,150.0,3,11111.0
Plot  Area,Nagarbhavi,1200.0,2.0,1.0,150.0,2,12500.0
Built-up  Area,Nagarbhavi,2400.0,3.0,0.0,160.0,3,6667.0
Super built-up  Area,Nagarbhavi,884.0,2.0,2.0,36.0,1,4072.0
Super built-up  Area,Nagarbhavi,1055.0,2.0,2.0,55.0,2,5213.0
Super built-up  Area,Nagarbhavi,1223.0,2.0,1.0,60.0,2,4906.0
Built-up  Area,Nagarbhavi,956.0,2.0,1.0,49.0,2,5126.0
Plot  Area,Nagarbhavi,1200.0,2.0,1.0,150.0,2,12500.0
Super built-up  Area,Nagarbhavi,1145.0,2.0,2.0,40.0,2,3493.0
Carpet  Area,Nagarbhavi,300.0,1.0,1.0,20.0,1,6667.0
Plot  Area,Nagarbhavi,1250.0,3.0,0.0,175.0,4,14000.0
Built-up  Area,Nagarbhavi,710.0,2.0,2.0,40.0,1,5634.0
Super built-up  Area,Nagarbhavi,1212.0,2.0,0.0,50.0,2,4125.0
Super built-up  Area,Nagarbhavi,1020.0,2.0,2.0,55.0,2,5392.0
Super built-up  Area,Nagarbhavi,1120.0,2.0,3.0,53.0,2,4732.0
Super built-up  Area,Nagarbhavi,1146.0,2.0,1.0,50.0,2,4363.0
Super built-up  Area,Nagarbhavi,1190.0,2.0,2.0,63.0,2,5294.0
Built-up  Area,Nagarbhavi,1050.0,2.0,1.0,80.0,2,7619.0
Built-up  Area,Nagarbhavi,2500.0,3.0,2.0,180.0,5,7200.0
Built-up  Area,Nagarbhavi,1250.0,3.0,0.0,170.0,2,13600.0
Super built-up  Area,Nagarbhavi,1400.0,2.0,2.0,135.0,3,9643.0
Super built-up  Area,Nagarbhavi,1100.0,2.0,2.0,46.2,2,4200.0
Super built-up  Area,Nagarbhavi,1080.0,2.0,1.0,49.0,2,4537.0
Built-up  Area,Nagarbhavi,1800.0,3.0,0.0,180.0,4,10000.0
Super built-up  Area,Nagarbhavi,1225.0,2.0,3.0,58.0,2,4735.0
Super built-up  Area,Nagasandra,980.0,2.0,1.0,48.0,2,4898.0
Super built-up  Area,Nagasandra,2400.0,4.0,1.0,145.0,4,6042.0
Super built-up  Area,Nagasandra,1650.0,3.0,2.0,95.0,3,5758.0
Plot  Area,Nagasandra,1500.0,2.0,0.0,91.0,2,6067.0
Plot  Area,Nagavara,400.0,1.0,0.0,14.0,1,3500.0
Super built-up  Area,Nagavara,2172.65,3.0,3.0,120.0,4,5523.0
Super built-up  Area,Nagavara,2319.0,3.0,2.0,180.0,3,7762.0
Super built-up  Area,Nagavara,2430.0,4.0,3.0,180.0,3,7407.0
Built-up  Area,Nagavara,936.0,2.0,0.0,40.2,2,4295.0
Super built-up  Area,Nagavara,1125.0,2.0,2.0,44.5,2,3956.0
Built-up  Area,Nagavara,1315.0,2.0,2.0,70.0,2,5323.0
Super built-up  Area,Nagavara,1077.0,2.0,1.0,50.0,2,4643.0
Super built-up  Area,Nagavara,2496.0,4.0,2.0,125.0,4,5008.0
Super built-up  Area,Nagavara,1110.0,2.0,2.0,44.95,2,4050.0
Super built-up  Area,Nagavara,1247.0,2.0,1.0,58.56,2,4696.0
Super built-up  Area,Nagavarapalya,1392.0,2.0,1.0,99.0,2,7112.0
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,52.5,1,7447.0
Super built-up  Area,Nagavarapalya,1300.0,3.0,1.0,80.0,3,6154.0
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,57.0,1,8085.0
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,55.0,1,7801.0
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,57.0,1,8085.0
Super built-up  Area,Nagavarapalya,1335.0,2.0,3.0,110.0,2,8240.0
Super built-up  Area,Nagavarapalya,1260.0,2.0,2.0,85.5,2,6786.0
Super built-up  Area,Narayanapura,1308.0,2.0,2.0,89.04,2,6807.0
Super built-up  Area,Narayanapura,1566.0,3.0,1.0,83.3,3,5319.0
Built-up  Area,Narayanapura,1485.0,3.0,2.0,85.0,3,5724.0
Super built-up  Area,Narayanapura,1302.0,2.0,1.0,69.1,2,5307.0
Super built-up  Area,Narayanapura,1308.0,2.0,1.0,89.04,2,6807.0
Super built-up  Area,Narayanapura,2357.0,3.0,2.0,135.0,3,5728.0
Super built-up  Area,Narayanapura,2357.0,3.0,2.0,135.0,3,5728.0
Super built-up  Area,Narayanapura,1469.0,2.0,2.0,99.14,2,6749.0
Super built-up  Area,Neeladri Nagar,1053.0,2.0,1.0,45.0,2,4274.0
Super built-up  Area,Neeladri Nagar,1363.0,2.0,2.0,68.0,2,4989.0
Super built-up  Area,Neeladri Nagar,2556.0,3.0,2.0,133.0,3,5203.0
Super built-up  Area,Neeladri Nagar,674.0,1.0,1.0,21.0,1,3116.0
Built-up  Area,Neeladri Nagar,527.0,1.0,0.0,26.0,1,4934.0
Super built-up  Area,Neeladri Nagar,1167.0,2.0,1.0,38.0,3,3256.0
Super built-up  Area,Neeladri Nagar,1060.0,2.0,0.0,35.0,2,3302.0
Built-up  Area,Neeladri Nagar,640.0,1.0,1.0,20.5,1,3203.0
Super built-up  Area,Neeladri Nagar,4000.0,12.0,0.0,160.0,10,4000.0
Super built-up  Area,Neeladri Nagar,1105.0,2.0,2.0,30.0,2,2715.0
Super built-up  Area,Neeladri Nagar,1100.0,2.0,2.0,30.0,2,2727.0
Super built-up  Area,Neeladri Nagar,2111.0,3.0,2.0,103.0,3,4879.0
Super built-up  Area,Nehru Nagar,1775.0,3.0,3.0,110.0,3,6197.0
Super built-up  Area,Nehru Nagar,2363.0,5.0,2.0,120.0,4,5078.0
Super built-up  Area,Nehru Nagar,2342.0,3.0,2.0,115.0,4,4910.0
Super built-up  Area,Nehru Nagar,967.0,2.0,2.0,41.1,2,4250.0
Built-up  Area,Nehru Nagar,1374.0,3.0,2.0,72.0,3,5240.0
Super built-up  Area,Nehru Nagar,1674.0,3.0,0.0,90.0,3,5376.0
Super built-up  Area,Nehru Nagar,1269.0,2.0,2.0,63.0,3,4965.0
Super built-up  Area,Nehru Nagar,1100.0,2.0,2.0,50.0,2,4545.0
Super built-up  Area,Nehru Nagar,1674.0,3.0,0.0,81.0,3,4839.0
Super built-up  Area,OMBR Layout,2420.0,3.0,2.0,185.0,3,7645.0
Built-up  Area,OMBR Layout,1078.0,2.0,3.0,65.0,2,6030.0
Super built-up  Area,OMBR Layout,1101.0,2.0,2.0,65.5,2,5949.0
Super built-up  Area,OMBR Layout,1041.0,2.0,2.0,65.5,2,6292.0
Super built-up  Area,OMBR Layout,1300.0,2.0,2.0,80.0,2,6154.0
Super built-up  Area,OMBR Layout,1085.0,2.0,1.0,64.0,2,5899.0
Super built-up  Area,OMBR Layout,1855.0,3.0,2.0,145.0,3,7817.0
Super built-up  Area,OMBR Layout,1050.0,2.0,3.0,48.0,2,4571.0
Super built-up  Area,OMBR Layout,1165.0,2.0,2.0,88.5,2,7597.0
Super built-up  Area,OMBR Layout,1101.0,2.0,2.0,66.0,2,5995.0
Super built-up  Area,OMBR Layout,3400.0,4.0,2.0,275.0,4,8088.0
Super built-up  Area,Old Airport Road,2732.0,4.0,0.0,204.0,4,7467.0
Super built-up  Area,Old Airport Road,3356.0,4.0,0.0,251.0,4,7479.0
Super built-up  Area,Old Airport Road,1206.0,2.0,3.0,75.0,2,6219.0
Super built-up  Area,Old Airport Road,2774.0,4.0,0.0,207.0,4,7462.0
Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,191.0,4,7100.0
Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,199.0,4,7398.0
Super built-up  Area,Old Airport Road,1655.0,2.0,1.0,97.65,2,5900.0
Super built-up  Area,Old Airport Road,1075.0,2.0,2.0,60.0,2,5581.0
Built-up  Area,Old Airport Road,1858.0,2.0,1.0,167.0,3,8988.0
Super built-up  Area,Old Airport Road,1150.0,2.0,1.0,90.0,2,7826.0
Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,191.0,4,7100.0
Super built-up  Area,Old Airport Road,2658.0,5.0,3.0,187.0,4,7035.0
Super built-up  Area,Old Airport Road,946.0,2.0,2.0,58.0,2,6131.0
Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.0
Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.0
Built-up  Area,Old Airport Road,3200.0,4.0,0.0,280.0,4,8750.0
Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,201.0,4,7472.0
Super built-up  Area,Old Airport Road,1145.0,2.0,2.0,75.0,2,6550.0
Super built-up  Area,Old Airport Road,2732.0,4.0,3.0,194.0,4,7101.0
Super built-up  Area,Old Airport Road,2658.0,5.0,3.0,189.0,4,7111.0
Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,197.0,4,7102.0
Super built-up  Area,Old Airport Road,3496.0,4.0,0.0,262.0,4,7494.0
Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,197.0,4,7102.0
Super built-up  Area,Old Airport Road,2732.0,4.0,3.0,204.0,4,7467.0
Super built-up  Area,Old Airport Road,1798.0,3.0,0.0,150.0,3,8343.0
Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.0
Super built-up  Area,Old Airport Road,1184.0,2.0,1.0,78.0,2,6588.0
Super built-up  Area,Old Airport Road,3504.0,4.0,0.0,262.0,4,7477.0
Built-up  Area,Old Airport Road,1055.0,2.0,3.0,75.0,2,7109.0
Super built-up  Area,Old Madras Road,1425.0,2.0,2.0,94.0,3,6596.0
Super built-up  Area,Old Madras Road,3715.0,6.0,0.0,224.5,4,6043.0
Super built-up  Area,Old Madras Road,935.0,2.0,1.0,45.0,2,4813.0
Super built-up  Area,Old Madras Road,1720.0,3.0,2.0,100.0,3,5814.0
Super built-up  Area,Old Madras Road,1200.0,2.0,1.0,72.0,2,6000.0
Super built-up  Area,Old Madras Road,1225.0,2.0,1.0,53.55,2,4371.0
Super built-up  Area,Old Madras Road,1100.0,2.0,1.0,70.0,2,6364.0
Super built-up  Area,Old Madras Road,2760.0,5.0,2.0,157.0,3,5688.0
Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,75.0,2,6405.0
Super built-up  Area,Old Madras Road,935.0,2.0,1.0,45.0,2,4813.0
Super built-up  Area,Old Madras Road,4500.0,7.0,3.0,294.0,5,6533.0
Super built-up  Area,Old Madras Road,1065.0,2.0,1.0,47.86,2,4494.0
Super built-up  Area,Old Madras Road,2010.0,3.0,2.0,125.0,4,6219.0
Super built-up  Area,Old Madras Road,1480.0,2.0,2.0,84.0,3,5676.0
Super built-up  Area,Old Madras Road,2990.0,5.0,1.0,210.0,3,7023.0
Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,74.0,2,6116.0
Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,72.0,2,6149.0
Super built-up  Area,Old Madras Road,1480.0,3.0,2.0,95.0,3,6419.0
Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,80.0,2,6612.0
Super built-up  Area,Old Madras Road,1859.0,3.0,2.0,121.0,3,6509.0
Super built-up  Area,Old Madras Road,2990.0,5.0,1.0,173.0,3,5786.0
Built-up  Area,Old Madras Road,2300.0,3.0,2.0,142.0,3,6174.0
Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,80.0,2,6612.0
Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,77.0,2,6364.0
Super built-up  Area,Old Madras Road,5020.0,7.0,0.0,287.0,5,5717.0
Super built-up  Area,Old Madras Road,1330.0,2.0,2.0,74.0,2,5564.0
Super built-up  Area,Old Madras Road,1720.0,3.0,2.0,106.0,3,6163.0
Super built-up  Area,Old Madras Road,2640.0,5.0,1.0,150.0,3,5682.0
Super built-up  Area,Old Madras Road,2990.0,3.0,2.0,170.0,3,5686.0
Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,73.0,2,6234.0
Super built-up  Area,Old Madras Road,1630.0,3.0,2.0,110.0,3,6748.0
Super built-up  Area,Old Madras Road,1165.0,2.0,1.0,52.0,2,4464.0
Super built-up  Area,Old Madras Road,2640.0,2.0,1.0,170.0,2,6439.0
Super built-up  Area,Old Madras Road,1165.0,2.0,1.0,51.42,2,4414.0
Built-up  Area,Padmanabhanagar,1020.0,2.0,2.0,63.0,2,6176.0
Built-up  Area,Padmanabhanagar,1176.0,2.0,0.0,62.0,2,5272.0
Super built-up  Area,Padmanabhanagar,1258.0,2.0,2.0,115.0,2,9141.0
Super built-up  Area,Padmanabhanagar,1100.0,2.0,2.0,65.0,2,5909.0
Built-up  Area,Padmanabhanagar,3400.0,3.0,1.0,210.0,4,6176.0
Built-up  Area,Padmanabhanagar,4500.0,4.0,2.0,360.0,3,8000.0
Super built-up  Area,Padmanabhanagar,1200.0,2.0,1.0,60.0,2,5000.0
Super built-up  Area,Padmanabhanagar,1000.0,1.0,0.0,90.0,2,9000.0
Super built-up  Area,Padmanabhanagar,1067.0,2.0,2.0,52.0,2,4873.0
Super built-up  Area,Padmanabhanagar,1100.0,2.0,1.0,60.0,2,5455.0
Super built-up  Area,Padmanabhanagar,2051.0,3.0,1.0,180.0,3,8776.0
Super built-up  Area,Padmanabhanagar,2051.0,3.0,2.0,170.0,3,8289.0
Super built-up  Area,Pai Layout,1006.0,2.0,2.0,35.0,2,3479.0
Super built-up  Area,Pai Layout,1550.0,2.0,2.0,90.0,3,5806.0
Super built-up  Area,Pai Layout,1050.0,2.0,2.0,40.0,2,3810.0
Super built-up  Area,Pai Layout,1400.0,2.0,3.0,67.0,3,4786.0
Built-up  Area,Pai Layout,1100.0,2.0,2.0,50.0,2,4545.0
Super built-up  Area,Pai Layout,1255.0,2.0,1.0,80.0,2,6375.0
Super built-up  Area,Pai Layout,1075.0,2.0,2.0,35.0,2,3256.0
Super built-up  Area,Pai Layout,1400.0,2.0,2.0,57.5,2,4107.0
Super built-up  Area,Pai Layout,1175.0,2.0,2.0,60.0,2,5106.0
Super built-up  Area,Pai Layout,810.0,2.0,2.0,34.5,2,4259.0
Built-up  Area,Pai Layout,1000.0,2.0,2.0,34.0,2,3400.0
Super built-up  Area,Pai Layout,1000.0,2.0,3.0,42.0,2,4200.0
Built-up  Area,Pai Layout,3800.0,6.0,0.0,175.0,6,4605.0
Built-up  Area,Pai Layout,1068.0,2.0,3.0,48.0,2,4494.0
Super built-up  Area,Pai Layout,1510.0,2.0,2.0,65.0,3,4305.0
Super built-up  Area,Panathur,1359.0,2.0,1.0,87.0,2,6402.0
Super built-up  Area,Panathur,1438.0,2.0,3.0,100.0,2,6954.0
Super built-up  Area,Panathur,1688.0,3.0,1.0,118.0,3,6991.0
